Day,country,cases,rate,pop,infection_rate
200122,Afghanistan,0,0.0,37172386.0,0.0
200123,Afghanistan,0,0.0,37172386.0,0.0
200124,Afghanistan,0,0.0,37172386.0,0.0
200125,Afghanistan,0,0.0,37172386.0,0.0
200126,Afghanistan,0,0.0,37172386.0,0.0
200127,Afghanistan,0,0.0,37172386.0,0.0
200128,Afghanistan,0,0.0,37172386.0,0.0
200129,Afghanistan,0,0.0,37172386.0,0.0
200130,Afghanistan,0,0.0,37172386.0,0.0
200131,Afghanistan,0,0.0,37172386.0,0.0
200201,Afghanistan,0,0.0,37172386.0,0.0
200202,Afghanistan,0,0.0,37172386.0,0.0
200203,Afghanistan,0,0.0,37172386.0,0.0
200204,Afghanistan,0,0.0,37172386.0,0.0
200205,Afghanistan,0,0.0,37172386.0,0.0
200206,Afghanistan,0,0.0,37172386.0,0.0
200207,Afghanistan,0,0.0,37172386.0,0.0
200208,Afghanistan,0,0.0,37172386.0,0.0
200209,Afghanistan,0,0.0,37172386.0,0.0
200210,Afghanistan,0,0.0,37172386.0,0.0
200211,Afghanistan,0,0.0,37172386.0,0.0
200212,Afghanistan,0,0.0,37172386.0,0.0
200213,Afghanistan,0,0.0,37172386.0,0.0
200214,Afghanistan,0,0.0,37172386.0,0.0
200215,Afghanistan,0,0.0,37172386.0,0.0
200216,Afghanistan,0,0.0,37172386.0,0.0
200217,Afghanistan,0,0.0,37172386.0,0.0
200218,Afghanistan,0,0.0,37172386.0,0.0
200219,Afghanistan,0,0.0,37172386.0,0.0
200220,Afghanistan,0,0.0,37172386.0,0.0
200221,Afghanistan,0,0.0,37172386.0,0.0
200222,Afghanistan,0,0.0,37172386.0,0.0
200223,Afghanistan,0,0.0,37172386.0,0.0
200224,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200225,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200226,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200227,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200228,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200229,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200301,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200302,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200303,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200304,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200305,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200306,Afghanistan,1,0.0,37172386.0,0.002690168987269206
200307,Afghanistan,1,300.0,37172386.0,0.002690168987269206
200308,Afghanistan,4,0.0,37172386.0,0.010760675949076823
200309,Afghanistan,4,25.0,37172386.0,0.010760675949076823
200310,Afghanistan,5,40.0,37172386.0,0.013450844936346028
200311,Afghanistan,7,0.0,37172386.0,0.01883118291088444
200312,Afghanistan,7,0.0,37172386.0,0.01883118291088444
200313,Afghanistan,7,57.14285714285714,37172386.0,0.01883118291088444
200314,Afghanistan,11,45.45454545454547,37172386.0,0.029591858859961264
200315,Afghanistan,16,31.25,37172386.0,0.04304270379630729
200316,Afghanistan,21,4.761904761904759,37172386.0,0.05649354873265332
200317,Afghanistan,22,0.0,37172386.0,0.05918371771992253
200318,Afghanistan,22,0.0,37172386.0,0.05918371771992253
200122,Albania,0,0.0,2866376.0,0.0
200123,Albania,0,0.0,2866376.0,0.0
200124,Albania,0,0.0,2866376.0,0.0
200125,Albania,0,0.0,2866376.0,0.0
200126,Albania,0,0.0,2866376.0,0.0
200127,Albania,0,0.0,2866376.0,0.0
200128,Albania,0,0.0,2866376.0,0.0
200129,Albania,0,0.0,2866376.0,0.0
200130,Albania,0,0.0,2866376.0,0.0
200131,Albania,0,0.0,2866376.0,0.0
200201,Albania,0,0.0,2866376.0,0.0
200202,Albania,0,0.0,2866376.0,0.0
200203,Albania,0,0.0,2866376.0,0.0
200204,Albania,0,0.0,2866376.0,0.0
200205,Albania,0,0.0,2866376.0,0.0
200206,Albania,0,0.0,2866376.0,0.0
200207,Albania,0,0.0,2866376.0,0.0
200208,Albania,0,0.0,2866376.0,0.0
200209,Albania,0,0.0,2866376.0,0.0
200210,Albania,0,0.0,2866376.0,0.0
200211,Albania,0,0.0,2866376.0,0.0
200212,Albania,0,0.0,2866376.0,0.0
200213,Albania,0,0.0,2866376.0,0.0
200214,Albania,0,0.0,2866376.0,0.0
200215,Albania,0,0.0,2866376.0,0.0
200216,Albania,0,0.0,2866376.0,0.0
200217,Albania,0,0.0,2866376.0,0.0
200218,Albania,0,0.0,2866376.0,0.0
200219,Albania,0,0.0,2866376.0,0.0
200220,Albania,0,0.0,2866376.0,0.0
200221,Albania,0,0.0,2866376.0,0.0
200222,Albania,0,0.0,2866376.0,0.0
200223,Albania,0,0.0,2866376.0,0.0
200224,Albania,0,0.0,2866376.0,0.0
200225,Albania,0,0.0,2866376.0,0.0
200226,Albania,0,0.0,2866376.0,0.0
200227,Albania,0,0.0,2866376.0,0.0
200228,Albania,0,0.0,2866376.0,0.0
200229,Albania,0,0.0,2866376.0,0.0
200301,Albania,0,0.0,2866376.0,0.0
200302,Albania,0,0.0,2866376.0,0.0
200303,Albania,0,0.0,2866376.0,0.0
200304,Albania,0,0.0,2866376.0,0.0
200305,Albania,0,0.0,2866376.0,0.0
200306,Albania,0,0.0,2866376.0,0.0
200307,Albania,0,0.0,2866376.0,0.0
200308,Albania,0,0.0,2866376.0,0.0
200309,Albania,2,400.0,2866376.0,0.06977451667192301
200310,Albania,10,20.0,2866376.0,0.3488725833596151
200311,Albania,12,91.66666666666666,2866376.0,0.4186471000315381
200312,Albania,23,43.47826086956522,2866376.0,0.8024069417271147
200313,Albania,33,15.151515151515156,2866376.0,1.1512795250867298
200314,Albania,38,10.526315789473685,2866376.0,1.3257158167665373
200315,Albania,42,21.42857142857143,2866376.0,1.4652648501103833
200316,Albania,51,7.843137254901961,2866376.0,1.7792501751340368
200317,Albania,55,7.272727272727266,2866376.0,1.9187992084778829
200318,Albania,59,0.0,2866376.0,2.058348241821729
200122,Algeria,0,0.0,42228429.0,0.0
200123,Algeria,0,0.0,42228429.0,0.0
200124,Algeria,0,0.0,42228429.0,0.0
200125,Algeria,0,0.0,42228429.0,0.0
200126,Algeria,0,0.0,42228429.0,0.0
200127,Algeria,0,0.0,42228429.0,0.0
200128,Algeria,0,0.0,42228429.0,0.0
200129,Algeria,0,0.0,42228429.0,0.0
200130,Algeria,0,0.0,42228429.0,0.0
200131,Algeria,0,0.0,42228429.0,0.0
200201,Algeria,0,0.0,42228429.0,0.0
200202,Algeria,0,0.0,42228429.0,0.0
200203,Algeria,0,0.0,42228429.0,0.0
200204,Algeria,0,0.0,42228429.0,0.0
200205,Algeria,0,0.0,42228429.0,0.0
200206,Algeria,0,0.0,42228429.0,0.0
200207,Algeria,0,0.0,42228429.0,0.0
200208,Algeria,0,0.0,42228429.0,0.0
200209,Algeria,0,0.0,42228429.0,0.0
200210,Algeria,0,0.0,42228429.0,0.0
200211,Algeria,0,0.0,42228429.0,0.0
200212,Algeria,0,0.0,42228429.0,0.0
200213,Algeria,0,0.0,42228429.0,0.0
200214,Algeria,0,0.0,42228429.0,0.0
200215,Algeria,0,0.0,42228429.0,0.0
200216,Algeria,0,0.0,42228429.0,0.0
200217,Algeria,0,0.0,42228429.0,0.0
200218,Algeria,0,0.0,42228429.0,0.0
200219,Algeria,0,0.0,42228429.0,0.0
200220,Algeria,0,0.0,42228429.0,0.0
200221,Algeria,0,0.0,42228429.0,0.0
200222,Algeria,0,0.0,42228429.0,0.0
200223,Algeria,0,0.0,42228429.0,0.0
200224,Algeria,0,0.0,42228429.0,0.0
200225,Algeria,1,0.0,42228429.0,0.0023680729396776752
200226,Algeria,1,0.0,42228429.0,0.0023680729396776752
200227,Algeria,1,0.0,42228429.0,0.0023680729396776752
200228,Algeria,1,0.0,42228429.0,0.0023680729396776752
200229,Algeria,1,0.0,42228429.0,0.0023680729396776752
200301,Algeria,1,200.0,42228429.0,0.0023680729396776752
200302,Algeria,3,66.66666666666666,42228429.0,0.007104218819033026
200303,Algeria,5,140.0,42228429.0,0.011840364698388377
200304,Algeria,12,0.0,42228429.0,0.028416875276132104
200305,Algeria,12,41.66666666666666,42228429.0,0.028416875276132104
200306,Algeria,17,0.0,42228429.0,0.040257239974520485
200307,Algeria,17,11.764705882352942,42228429.0,0.040257239974520485
200308,Algeria,19,5.263157894736835,42228429.0,0.044993385853875835
200309,Algeria,20,0.0,42228429.0,0.04736145879355351
200310,Algeria,20,0.0,42228429.0,0.04736145879355351
200311,Algeria,20,20.0,42228429.0,0.04736145879355351
200312,Algeria,24,8.333333333333329,42228429.0,0.05683375055226421
200313,Algeria,26,42.30769230769232,42228429.0,0.06156989643161956
200314,Algeria,37,29.72972972972974,42228429.0,0.08761869876807399
200315,Algeria,48,12.5,42228429.0,0.11366750110452842
200316,Algeria,54,11.111111111111114,42228429.0,0.12787593874259448
200317,Algeria,60,23.33333333333333,42228429.0,0.14208437638066052
200318,Algeria,74,0.0,42228429.0,0.17523739753614798
200122,Andorra,0,0.0,77006.0,0.0
200123,Andorra,0,0.0,77006.0,0.0
200124,Andorra,0,0.0,77006.0,0.0
200125,Andorra,0,0.0,77006.0,0.0
200126,Andorra,0,0.0,77006.0,0.0
200127,Andorra,0,0.0,77006.0,0.0
200128,Andorra,0,0.0,77006.0,0.0
200129,Andorra,0,0.0,77006.0,0.0
200130,Andorra,0,0.0,77006.0,0.0
200131,Andorra,0,0.0,77006.0,0.0
200201,Andorra,0,0.0,77006.0,0.0
200202,Andorra,0,0.0,77006.0,0.0
200203,Andorra,0,0.0,77006.0,0.0
200204,Andorra,0,0.0,77006.0,0.0
200205,Andorra,0,0.0,77006.0,0.0
200206,Andorra,0,0.0,77006.0,0.0
200207,Andorra,0,0.0,77006.0,0.0
200208,Andorra,0,0.0,77006.0,0.0
200209,Andorra,0,0.0,77006.0,0.0
200210,Andorra,0,0.0,77006.0,0.0
200211,Andorra,0,0.0,77006.0,0.0
200212,Andorra,0,0.0,77006.0,0.0
200213,Andorra,0,0.0,77006.0,0.0
200214,Andorra,0,0.0,77006.0,0.0
200215,Andorra,0,0.0,77006.0,0.0
200216,Andorra,0,0.0,77006.0,0.0
200217,Andorra,0,0.0,77006.0,0.0
200218,Andorra,0,0.0,77006.0,0.0
200219,Andorra,0,0.0,77006.0,0.0
200220,Andorra,0,0.0,77006.0,0.0
200221,Andorra,0,0.0,77006.0,0.0
200222,Andorra,0,0.0,77006.0,0.0
200223,Andorra,0,0.0,77006.0,0.0
200224,Andorra,0,0.0,77006.0,0.0
200225,Andorra,0,0.0,77006.0,0.0
200226,Andorra,0,0.0,77006.0,0.0
200227,Andorra,0,0.0,77006.0,0.0
200228,Andorra,0,0.0,77006.0,0.0
200229,Andorra,0,0.0,77006.0,0.0
200301,Andorra,0,0.0,77006.0,0.0
200302,Andorra,1,0.0,77006.0,1.298600109082409
200303,Andorra,1,0.0,77006.0,1.298600109082409
200304,Andorra,1,0.0,77006.0,1.298600109082409
200305,Andorra,1,0.0,77006.0,1.298600109082409
200306,Andorra,1,0.0,77006.0,1.298600109082409
200307,Andorra,1,0.0,77006.0,1.298600109082409
200308,Andorra,1,0.0,77006.0,1.298600109082409
200309,Andorra,1,0.0,77006.0,1.298600109082409
200310,Andorra,1,0.0,77006.0,1.298600109082409
200311,Andorra,1,0.0,77006.0,1.298600109082409
200312,Andorra,1,0.0,77006.0,1.298600109082409
200313,Andorra,1,0.0,77006.0,1.298600109082409
200314,Andorra,1,0.0,77006.0,1.298600109082409
200315,Andorra,1,100.0,77006.0,1.298600109082409
200316,Andorra,2,1850.0,77006.0,2.597200218164818
200317,Andorra,39,0.0,77006.0,50.64540425421396
200318,Andorra,39,0.0,77006.0,50.64540425421396
200122,Antigua and Barbuda,0,0.0,96286.0,0.0
200123,Antigua and Barbuda,0,0.0,96286.0,0.0
200124,Antigua and Barbuda,0,0.0,96286.0,0.0
200125,Antigua and Barbuda,0,0.0,96286.0,0.0
200126,Antigua and Barbuda,0,0.0,96286.0,0.0
200127,Antigua and Barbuda,0,0.0,96286.0,0.0
200128,Antigua and Barbuda,0,0.0,96286.0,0.0
200129,Antigua and Barbuda,0,0.0,96286.0,0.0
200130,Antigua and Barbuda,0,0.0,96286.0,0.0
200131,Antigua and Barbuda,0,0.0,96286.0,0.0
200201,Antigua and Barbuda,0,0.0,96286.0,0.0
200202,Antigua and Barbuda,0,0.0,96286.0,0.0
200203,Antigua and Barbuda,0,0.0,96286.0,0.0
200204,Antigua and Barbuda,0,0.0,96286.0,0.0
200205,Antigua and Barbuda,0,0.0,96286.0,0.0
200206,Antigua and Barbuda,0,0.0,96286.0,0.0
200207,Antigua and Barbuda,0,0.0,96286.0,0.0
200208,Antigua and Barbuda,0,0.0,96286.0,0.0
200209,Antigua and Barbuda,0,0.0,96286.0,0.0
200210,Antigua and Barbuda,0,0.0,96286.0,0.0
200211,Antigua and Barbuda,0,0.0,96286.0,0.0
200212,Antigua and Barbuda,0,0.0,96286.0,0.0
200213,Antigua and Barbuda,0,0.0,96286.0,0.0
200214,Antigua and Barbuda,0,0.0,96286.0,0.0
200215,Antigua and Barbuda,0,0.0,96286.0,0.0
200216,Antigua and Barbuda,0,0.0,96286.0,0.0
200217,Antigua and Barbuda,0,0.0,96286.0,0.0
200218,Antigua and Barbuda,0,0.0,96286.0,0.0
200219,Antigua and Barbuda,0,0.0,96286.0,0.0
200220,Antigua and Barbuda,0,0.0,96286.0,0.0
200221,Antigua and Barbuda,0,0.0,96286.0,0.0
200222,Antigua and Barbuda,0,0.0,96286.0,0.0
200223,Antigua and Barbuda,0,0.0,96286.0,0.0
200224,Antigua and Barbuda,0,0.0,96286.0,0.0
200225,Antigua and Barbuda,0,0.0,96286.0,0.0
200226,Antigua and Barbuda,0,0.0,96286.0,0.0
200227,Antigua and Barbuda,0,0.0,96286.0,0.0
200228,Antigua and Barbuda,0,0.0,96286.0,0.0
200229,Antigua and Barbuda,0,0.0,96286.0,0.0
200301,Antigua and Barbuda,0,0.0,96286.0,0.0
200302,Antigua and Barbuda,0,0.0,96286.0,0.0
200303,Antigua and Barbuda,0,0.0,96286.0,0.0
200304,Antigua and Barbuda,0,0.0,96286.0,0.0
200305,Antigua and Barbuda,0,0.0,96286.0,0.0
200306,Antigua and Barbuda,0,0.0,96286.0,0.0
200307,Antigua and Barbuda,0,0.0,96286.0,0.0
200308,Antigua and Barbuda,0,0.0,96286.0,0.0
200309,Antigua and Barbuda,0,0.0,96286.0,0.0
200310,Antigua and Barbuda,0,0.0,96286.0,0.0
200311,Antigua and Barbuda,0,0.0,96286.0,0.0
200312,Antigua and Barbuda,0,0.0,96286.0,0.0
200313,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200314,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200315,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200316,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200317,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200318,Antigua and Barbuda,1,0.0,96286.0,1.0385725858380241
200122,Argentina,0,0.0,44494502.0,0.0
200123,Argentina,0,0.0,44494502.0,0.0
200124,Argentina,0,0.0,44494502.0,0.0
200125,Argentina,0,0.0,44494502.0,0.0
200126,Argentina,0,0.0,44494502.0,0.0
200127,Argentina,0,0.0,44494502.0,0.0
200128,Argentina,0,0.0,44494502.0,0.0
200129,Argentina,0,0.0,44494502.0,0.0
200130,Argentina,0,0.0,44494502.0,0.0
200131,Argentina,0,0.0,44494502.0,0.0
200201,Argentina,0,0.0,44494502.0,0.0
200202,Argentina,0,0.0,44494502.0,0.0
200203,Argentina,0,0.0,44494502.0,0.0
200204,Argentina,0,0.0,44494502.0,0.0
200205,Argentina,0,0.0,44494502.0,0.0
200206,Argentina,0,0.0,44494502.0,0.0
200207,Argentina,0,0.0,44494502.0,0.0
200208,Argentina,0,0.0,44494502.0,0.0
200209,Argentina,0,0.0,44494502.0,0.0
200210,Argentina,0,0.0,44494502.0,0.0
200211,Argentina,0,0.0,44494502.0,0.0
200212,Argentina,0,0.0,44494502.0,0.0
200213,Argentina,0,0.0,44494502.0,0.0
200214,Argentina,0,0.0,44494502.0,0.0
200215,Argentina,0,0.0,44494502.0,0.0
200216,Argentina,0,0.0,44494502.0,0.0
200217,Argentina,0,0.0,44494502.0,0.0
200218,Argentina,0,0.0,44494502.0,0.0
200219,Argentina,0,0.0,44494502.0,0.0
200220,Argentina,0,0.0,44494502.0,0.0
200221,Argentina,0,0.0,44494502.0,0.0
200222,Argentina,0,0.0,44494502.0,0.0
200223,Argentina,0,0.0,44494502.0,0.0
200224,Argentina,0,0.0,44494502.0,0.0
200225,Argentina,0,0.0,44494502.0,0.0
200226,Argentina,0,0.0,44494502.0,0.0
200227,Argentina,0,0.0,44494502.0,0.0
200228,Argentina,0,0.0,44494502.0,0.0
200229,Argentina,0,0.0,44494502.0,0.0
200301,Argentina,0,0.0,44494502.0,0.0
200302,Argentina,0,0.0,44494502.0,0.0
200303,Argentina,1,0.0,44494502.0,0.0022474686872548883
200304,Argentina,1,0.0,44494502.0,0.0022474686872548883
200305,Argentina,1,100.0,44494502.0,0.0022474686872548883
200306,Argentina,2,300.0,44494502.0,0.0044949373745097766
200307,Argentina,8,50.0,44494502.0,0.017979749498039106
200308,Argentina,12,0.0,44494502.0,0.02696962424705866
200309,Argentina,12,41.66666666666666,44494502.0,0.02696962424705866
200310,Argentina,17,11.764705882352942,44494502.0,0.0382069676833331
200311,Argentina,19,0.0,44494502.0,0.042701905057842875
200312,Argentina,19,63.15789473684211,44494502.0,0.042701905057842875
200313,Argentina,31,9.677419354838705,44494502.0,0.06967152930490153
200314,Argentina,34,32.35294117647058,44494502.0,0.0764139353666662
200315,Argentina,45,24.444444444444443,44494502.0,0.10113609092646997
200316,Argentina,56,21.42857142857143,44494502.0,0.12585824648627375
200317,Argentina,68,16.17647058823529,44494502.0,0.1528278707333324
200318,Argentina,79,0.0,44494502.0,0.17755002629313618
200122,Armenia,0,0.0,2951776.0,0.0
200123,Armenia,0,0.0,2951776.0,0.0
200124,Armenia,0,0.0,2951776.0,0.0
200125,Armenia,0,0.0,2951776.0,0.0
200126,Armenia,0,0.0,2951776.0,0.0
200127,Armenia,0,0.0,2951776.0,0.0
200128,Armenia,0,0.0,2951776.0,0.0
200129,Armenia,0,0.0,2951776.0,0.0
200130,Armenia,0,0.0,2951776.0,0.0
200131,Armenia,0,0.0,2951776.0,0.0
200201,Armenia,0,0.0,2951776.0,0.0
200202,Armenia,0,0.0,2951776.0,0.0
200203,Armenia,0,0.0,2951776.0,0.0
200204,Armenia,0,0.0,2951776.0,0.0
200205,Armenia,0,0.0,2951776.0,0.0
200206,Armenia,0,0.0,2951776.0,0.0
200207,Armenia,0,0.0,2951776.0,0.0
200208,Armenia,0,0.0,2951776.0,0.0
200209,Armenia,0,0.0,2951776.0,0.0
200210,Armenia,0,0.0,2951776.0,0.0
200211,Armenia,0,0.0,2951776.0,0.0
200212,Armenia,0,0.0,2951776.0,0.0
200213,Armenia,0,0.0,2951776.0,0.0
200214,Armenia,0,0.0,2951776.0,0.0
200215,Armenia,0,0.0,2951776.0,0.0
200216,Armenia,0,0.0,2951776.0,0.0
200217,Armenia,0,0.0,2951776.0,0.0
200218,Armenia,0,0.0,2951776.0,0.0
200219,Armenia,0,0.0,2951776.0,0.0
200220,Armenia,0,0.0,2951776.0,0.0
200221,Armenia,0,0.0,2951776.0,0.0
200222,Armenia,0,0.0,2951776.0,0.0
200223,Armenia,0,0.0,2951776.0,0.0
200224,Armenia,0,0.0,2951776.0,0.0
200225,Armenia,0,0.0,2951776.0,0.0
200226,Armenia,0,0.0,2951776.0,0.0
200227,Armenia,0,0.0,2951776.0,0.0
200228,Armenia,0,0.0,2951776.0,0.0
200229,Armenia,0,0.0,2951776.0,0.0
200301,Armenia,1,0.0,2951776.0,0.03387790943486227
200302,Armenia,1,0.0,2951776.0,0.03387790943486227
200303,Armenia,1,0.0,2951776.0,0.03387790943486227
200304,Armenia,1,0.0,2951776.0,0.03387790943486227
200305,Armenia,1,0.0,2951776.0,0.03387790943486227
200306,Armenia,1,0.0,2951776.0,0.03387790943486227
200307,Armenia,1,0.0,2951776.0,0.03387790943486227
200308,Armenia,1,0.0,2951776.0,0.03387790943486227
200309,Armenia,1,0.0,2951776.0,0.03387790943486227
200310,Armenia,1,0.0,2951776.0,0.03387790943486227
200311,Armenia,1,300.0,2951776.0,0.03387790943486227
200312,Armenia,4,100.0,2951776.0,0.13551163773944908
200313,Armenia,8,125.0,2951776.0,0.27102327547889815
200314,Armenia,18,44.44444444444446,2951776.0,0.6098023698275208
200315,Armenia,26,100.0,2951776.0,0.8808256453064189
200316,Armenia,52,50.0,2951776.0,1.7616512906128379
200317,Armenia,78,7.692307692307693,2951776.0,2.6424769359192566
200318,Armenia,84,0.0,2951776.0,2.8457443925284305
200122,Australia,0,0.0,24992369.0,0.0
200123,Australia,0,0.0,24992369.0,0.0
200124,Australia,0,0.0,24992369.0,0.0
200125,Australia,0,0.0,24992369.0,0.0
200126,Australia,4,25.0,24992369.0,0.016004885331198496
200127,Australia,5,0.0,24992369.0,0.02000610666399812
200128,Australia,5,20.0,24992369.0,0.02000610666399812
200129,Australia,6,50.0,24992369.0,0.024007327996797743
200130,Australia,9,0.0,24992369.0,0.03601099199519661
200131,Australia,9,33.33333333333334,24992369.0,0.03601099199519661
200201,Australia,12,0.0,24992369.0,0.04801465599359549
200202,Australia,12,0.0,24992369.0,0.04801465599359549
200203,Australia,12,8.333333333333329,24992369.0,0.04801465599359549
200204,Australia,13,0.0,24992369.0,0.05201587732639511
200205,Australia,13,7.692307692307693,24992369.0,0.05201587732639511
200206,Australia,14,7.142857142857139,24992369.0,0.056017098659194735
200207,Australia,15,0.0,24992369.0,0.060018319991994355
200208,Australia,15,0.0,24992369.0,0.060018319991994355
200209,Australia,15,0.0,24992369.0,0.060018319991994355
200210,Australia,15,0.0,24992369.0,0.060018319991994355
200211,Australia,15,0.0,24992369.0,0.060018319991994355
200212,Australia,15,0.0,24992369.0,0.060018319991994355
200213,Australia,15,0.0,24992369.0,0.060018319991994355
200214,Australia,15,0.0,24992369.0,0.060018319991994355
200215,Australia,15,0.0,24992369.0,0.060018319991994355
200216,Australia,15,0.0,24992369.0,0.060018319991994355
200217,Australia,15,0.0,24992369.0,0.060018319991994355
200218,Australia,15,0.0,24992369.0,0.060018319991994355
200219,Australia,15,0.0,24992369.0,0.060018319991994355
200220,Australia,15,26.66666666666667,24992369.0,0.060018319991994355
200221,Australia,19,15.78947368421052,24992369.0,0.07602320532319286
200222,Australia,22,0.0,24992369.0,0.08802686932159172
200223,Australia,22,0.0,24992369.0,0.08802686932159172
200224,Australia,22,0.0,24992369.0,0.08802686932159172
200225,Australia,22,0.0,24992369.0,0.08802686932159172
200226,Australia,22,4.545454545454547,24992369.0,0.08802686932159172
200227,Australia,23,0.0,24992369.0,0.09202809065439134
200228,Australia,23,8.695652173913047,24992369.0,0.09202809065439134
200229,Australia,25,8.0,24992369.0,0.1000305333199906
200301,Australia,27,11.111111111111114,24992369.0,0.10803297598558984
200302,Australia,30,30.0,24992369.0,0.12003663998398871
200303,Australia,39,33.33333333333334,24992369.0,0.15604763197918534
200304,Australia,52,5.769230769230774,24992369.0,0.20806350930558043
200305,Australia,55,9.090909090909093,24992369.0,0.22006717330397932
200306,Australia,60,5.0,24992369.0,0.24007327996797742
200307,Australia,63,20.634920634920633,24992369.0,0.2520769439663763
200308,Australia,76,19.736842105263165,24992369.0,0.30409282129277143
200309,Australia,91,17.582417582417577,24992369.0,0.36411114128476574
200310,Australia,107,19.626168224299064,24992369.0,0.4281306826095597
200311,Australia,128,0.0,24992369.0,0.5121563305983519
200312,Australia,128,56.25,24992369.0,0.5121563305983519
200313,Australia,200,25.0,24992369.0,0.8002442665599248
200314,Australia,250,18.799999999999997,24992369.0,1.0003053331999059
200315,Australia,297,26.936026936026934,24992369.0,1.1883627358414883
200316,Australia,377,19.893899204244036,24992369.0,1.5084604424654582
200317,Australia,452,25.663716814159287,24992369.0,1.80855204242543
200318,Australia,568,0.0,24992369.0,2.272693717030186
200122,Austria,0,0.0,8847037.0,0.0
200123,Austria,0,0.0,8847037.0,0.0
200124,Austria,0,0.0,8847037.0,0.0
200125,Austria,0,0.0,8847037.0,0.0
200126,Austria,0,0.0,8847037.0,0.0
200127,Austria,0,0.0,8847037.0,0.0
200128,Austria,0,0.0,8847037.0,0.0
200129,Austria,0,0.0,8847037.0,0.0
200130,Austria,0,0.0,8847037.0,0.0
200131,Austria,0,0.0,8847037.0,0.0
200201,Austria,0,0.0,8847037.0,0.0
200202,Austria,0,0.0,8847037.0,0.0
200203,Austria,0,0.0,8847037.0,0.0
200204,Austria,0,0.0,8847037.0,0.0
200205,Austria,0,0.0,8847037.0,0.0
200206,Austria,0,0.0,8847037.0,0.0
200207,Austria,0,0.0,8847037.0,0.0
200208,Austria,0,0.0,8847037.0,0.0
200209,Austria,0,0.0,8847037.0,0.0
200210,Austria,0,0.0,8847037.0,0.0
200211,Austria,0,0.0,8847037.0,0.0
200212,Austria,0,0.0,8847037.0,0.0
200213,Austria,0,0.0,8847037.0,0.0
200214,Austria,0,0.0,8847037.0,0.0
200215,Austria,0,0.0,8847037.0,0.0
200216,Austria,0,0.0,8847037.0,0.0
200217,Austria,0,0.0,8847037.0,0.0
200218,Austria,0,0.0,8847037.0,0.0
200219,Austria,0,0.0,8847037.0,0.0
200220,Austria,0,0.0,8847037.0,0.0
200221,Austria,0,0.0,8847037.0,0.0
200222,Austria,0,0.0,8847037.0,0.0
200223,Austria,0,0.0,8847037.0,0.0
200224,Austria,0,0.0,8847037.0,0.0
200225,Austria,2,0.0,8847037.0,0.022606438743276423
200226,Austria,2,50.0,8847037.0,0.022606438743276423
200227,Austria,3,0.0,8847037.0,0.03390965811491463
200228,Austria,3,200.0,8847037.0,0.03390965811491463
200229,Austria,9,55.55555555555554,8847037.0,0.1017289743447439
200301,Austria,14,28.571428571428584,8847037.0,0.15824507120293496
200302,Austria,18,16.66666666666667,8847037.0,0.2034579486894878
200303,Austria,21,38.0952380952381,8847037.0,0.23736760680440241
200304,Austria,29,41.37931034482759,8847037.0,0.3277933617775081
200305,Austria,41,34.14634146341464,8847037.0,0.46343199423716663
200306,Austria,55,43.636363636363626,8847037.0,0.6216770654401016
200307,Austria,79,31.645569620253156,8847037.0,0.8929543303594186
200308,Austria,104,25.961538461538467,8847037.0,1.175534814650374
200309,Austria,131,38.931297709923655,8847037.0,1.4807217376846056
200310,Austria,182,35.164835164835154,8847037.0,2.057185925638154
200311,Austria,246,22.764227642276424,8847037.0,2.780591965423
200312,Austria,302,66.88741721854305,8847037.0,3.4135722502347394
200313,Austria,504,29.96031746031747,8847037.0,5.696822563305658
200314,Austria,655,31.297709923664115,8847037.0,7.403608688423028
200315,Austria,860,18.372093023255815,8847037.0,9.720768659608861
200316,Austria,1018,30.844793713163057,8847037.0,11.506677320327698
200317,Austria,1332,23.57357357357357,8847037.0,15.055888203022096
200318,Austria,1646,0.0,8847037.0,18.605099085716496
200122,Azerbaijan,0,0.0,9942334.0,0.0
200123,Azerbaijan,0,0.0,9942334.0,0.0
200124,Azerbaijan,0,0.0,9942334.0,0.0
200125,Azerbaijan,0,0.0,9942334.0,0.0
200126,Azerbaijan,0,0.0,9942334.0,0.0
200127,Azerbaijan,0,0.0,9942334.0,0.0
200128,Azerbaijan,0,0.0,9942334.0,0.0
200129,Azerbaijan,0,0.0,9942334.0,0.0
200130,Azerbaijan,0,0.0,9942334.0,0.0
200131,Azerbaijan,0,0.0,9942334.0,0.0
